ID,Product_Type,Raw_Material_Usage_kg,Energy_Consumption_kWh,Waste_Generated_kg,Transport_Distance_km,CO2_Emission_kg_per_unit,Manufacturing_Energy_kWh,Renewable_Energy_%,Cost_per_Unit,Delivery_Time_days,Sustainability_Score,CO2_Factor_per_USD,Ownership_Type,Certification,Packaging_Type,Locality
405,pharmaceutical,154.0700072265143,489.5601478297967,28.115188297738825,4264.800719465707,339.26590313632886,592.2960378295753,35.831241268782094,1118.1879521432688,6,54.26,,Local Vendor,FairTrade,Compostable,National
406,food,14.671514127172289,99.82426699684206,25.653491155025463,1061.6040118602116,983.7995355769658,381.7684488430994,19.486181149252783,2155.545303734474,14,25.66,,Local Vendor,GreenSeal,Recycled,Local
407,electronics,14.203474790509478,240.14679274037508,10.49929032890774,715.1939705025378,660.6385428059315,744.0280367821325,46.28797386431456,4697.3564187617385,7,49.73,,Minority-Owned,FairTrade,Plastic,Local
408,pharmaceutical,71.48594163841284,68.91110382713238,43.08202178723958,4821.051742624205,731.7923499038246,555.178549765563,17.88264605444545,2010.809531435338,13,25.73,,Local Vendor,ISO14001,Compostable,Local
409,food,102.84220617688648,382.9568543451186,34.17009836684503,629.4183409443948,977.7867554492587,163.29328445416252,75.3791192958832,3387.555781759204,7,47.91,,Local Vendor,None,Compostable,Local
410,pharmaceutical,156.3774093834807,463.1344484896178,42.05751036773837,2444.606243525227,408.3416933347568,763.4995970775625,22.85057391486022,1424.4186676227112,2,39.5,,Minority-Owned,FairTrade,Biodegradable,Local
411,apparel,139.826121555236,176.01679829772024,43.079449688124136,2969.262271087179,811.7481600301656,280.9900845481721,27.693610196581485,809.7611646715122,4,30.64,,Corporate,GreenSeal,Compostable,Local
412,apparel,94.7215142115822,436.2537545596044,37.66943682962125,2752.734662446448,462.8044151392706,336.0487432844,38.46455688194793,480.9756803842406,10,49.32,,Local Vendor,FairTrade,Compostable,Local
413,food,61.98906659351652,181.498203707854,22.52131946123615,521.5575694614217,876.0569882242307,381.58228957847945,36.8215127991388,1665.9847930052065,10,39.79,,Minority-Owned,ISO14001,Plastic,National
414,pharmaceutical,199.45365502996512,459.8465727397618,30.916790995755804,379.4318786177349,221.624664245738,135.8570074830193,65.62640246785223,956.7729286251582,6,71.88,,Women-Owned,GreenSeal,Compostable,Local
415,electronics,90.97444742483486,389.2828566185528,8.857904899867414,616.8687945590748,950.3018682110657,447.5607955614234,41.94217743856736,1035.250150477396,3,46.85,,Corporate,FairTrade,Plastic,Local
416,food,95.76353462263836,412.2080495786474,34.00862545627048,2969.3796509758013,257.8331229903357,186.3229437527046,21.953778200233582,3851.64468025736,9,41.94,,Women-Owned,GreenSeal,Plastic,National
417,apparel,41.08852602641714,58.10295002020453,9.783409531224756,2767.289949408173,359.90948163188494,380.6792286818462,28.704692684025183,276.0227405353962,13,59.09,,Women-Owned,ISO14001,Plastic,National
418,apparel,161.0138142624866,483.26466068331166,35.00352993499769,1245.3298809800467,768.3826224014415,345.49685159445903,45.63793696312654,2877.488603530085,4,40.01,,Minority-Owned,None,Plastic,National
419,food,141.79962289848285,377.0019464316455,12.250309876944463,3225.0932950433985,424.06738448713634,640.9880583985523,20.321774219829443,2021.414626848631,10,48.5,,Local Vendor,ISO14001,Recycled,Local
420,pharmaceutical,51.94622642986448,187.13799292376,6.760013707360779,4118.330760072682,627.8008079281243,662.2193581429118,52.815897295220985,2631.4399995610265,13,59.61,,Minority-Owned,ISO14001,Biodegradable,International
421,apparel,25.65239866701011,423.22759918648114,9.098940017004914,303.73690324830943,472.3448260159571,207.3890176723616,49.60231145858021,2901.5851386300938,2,61.19,,Minority-Owned,ISO14001,Recycled,International
422,pharmaceutical,139.29486739419548,176.68453928671846,1.097614625734443,2540.836723385408,755.2514402352928,356.5858311654584,60.02916214675804,1704.1649333949354,6,63.51,,Minority-Owned,ISO14001,Compostable,National
423,apparel,134.3571307134157,442.7392278047576,36.21824127482298,3477.6210193031825,266.9146897501803,361.34721272228217,75.63932307655574,1616.5225288845693,1,72.09,,Minority-Owned,None,Recycled,International
424,apparel,61.91931012965977,100.66117568537166,36.88765140386057,1336.3284426414666,105.53508787503316,205.98731075525956,73.85781927708089,3720.328876807547,6,71.57,,Corporate,None,Recycled,National
425,automotive,190.664076827578,366.65868985735807,26.231734145749712,1608.077435936431,334.9329275994129,658.9174535358334,76.22529326481819,4382.129542981555,13,68.81,,Local Vendor,GreenSeal,Compostable,Local
426,apparel,38.70099943837104,293.31431449020965,8.906777251713802,3106.8257246479807,500.5932316250088,595.0598298347963,27.130091791659066,1124.391835800934,12,52.74,,Women-Owned,FairTrade,Compostable,International
427,electronics,92.14361219809436,93.44051158794836,5.094162538023798,4499.882937874311,209.61904958304464,233.2672504079243,19.209571464754823,668.570050568715,10,59.94,,Women-Owned,None,Compostable,Local
428,food,189.28702483184375,158.85222271647754,1.9373193554270636,4068.629659484207,387.0574251735693,356.7053360156593,31.1593690347514,4509.419870681724,1,54.17,,Local Vendor,None,Recycled,International
429,food,89.74819021596323,55.58181632479165,9.121660671295814,2957.338073587959,429.9838673788901,174.06351739955994,72.65596209364202,1879.4982255075136,14,76.02,,Women-Owned,FairTrade,Recycled,Local
430,pharmaceutical,131.31993005617625,260.9455844590276,44.65192121417419,3678.086417010521,104.52225150385988,539.7446179651308,78.04374322364417,2846.323475181508,8,72.33,,Local Vendor,None,Compostable,International
431,apparel,85.54293561293092,185.56936734200016,12.835305243382408,1887.6301040182136,604.1418857749943,184.96034718403376,70.15274657493333,1925.8070936960169,5,67.97,,Women-Owned,ISO14001,Biodegradable,Local
432,electronics,62.1008884462473,319.26086793399145,18.35929503364357,3240.731087683913,890.1262565727232,790.1539180374424,17.701240478928053,803.8512144610463,6,33.2,,Minority-Owned,ISO14001,Biodegradable,Local
433,pharmaceutical,196.95575311236735,183.75701346887772,6.161928739585326,2384.289796525029,194.1557673053998,646.4774522815036,76.31995986418552,3028.7918957490947,2,83.81,,Women-Owned,FairTrade,Plastic,International
434,automotive,87.77346119985818,184.9636001781431,11.895703932660345,1030.6870686420484,617.9176127314383,373.1669847087965,39.63506191455502,2720.6760884942223,2,51.08,,Local Vendor,GreenSeal,Compostable,Local
435,pharmaceutical,179.87884869903553,384.4369394292215,26.44200396823005,3538.5175419985603,681.5022446653039,504.9947525955481,10.651720353364755,1174.3690841177468,12,31.96,,Local Vendor,GreenSeal,Plastic,Local
436,pharmaceutical,53.69137511930637,71.66427619025905,30.779881471686977,2826.676723009228,448.3679463983239,737.9392713514861,40.96756185237355,2368.971414330934,9,49.98,,Local Vendor,FairTrade,Biodegradable,Local
437,apparel,50.489893764765824,456.3027478363943,13.022263394144344,1857.2457515725976,716.0427079960565,487.8694962770783,13.224841877282731,4025.3480192751,3,31.87,,Local Vendor,FairTrade,Plastic,International
438,automotive,15.915475748057158,433.51874347603166,3.828875802030743,4565.5620313852905,440.19496631646143,222.14894047856865,48.07145448127823,3034.0452949178784,6,63.23,,Local Vendor,ISO14001,Compostable,International
439,pharmaceutical,133.81669682141816,350.5121074518829,20.16061058724253,202.577177350993,529.4054235785632,365.09234890681154,33.69878192059359,665.2031699215753,10,51.57,,Corporate,GreenSeal,Compostable,Local
440,electronics,80.02000530751462,316.9497065483229,12.475965175390373,1647.2884411225305,56.98539232670563,690.2014055208218,43.140445351583416,2830.5031866998484,5,69.21,,Corporate,None,Compostable,Local
441,electronics,174.22806746953103,451.5361241628435,11.758142238260294,378.7188491104681,707.1341084279544,550.9491111927325,52.92192525201819,3573.143836590017,14,53.4,,Women-Owned,ISO14001,Recycled,International
442,food,99.90988227139586,133.3985807879215,48.03327733295931,3855.983849485973,678.2755449974882,555.5070690336602,70.81607670724742,4004.976347747607,12,47.84,,Local Vendor,FairTrade,Plastic,International
443,automotive,193.95675130379712,85.53612298587288,31.19872381036048,3540.3265251575835,86.48083346002733,706.7750399819424,56.333110353035,3219.7643774444805,4,66.65,,Women-Owned,GreenSeal,Biodegradable,Local
444,automotive,45.24984798359302,157.77957645929214,28.2870437154327,1723.6258718079534,399.8376020253765,725.7811402237533,40.38342079347265,932.759189795762,10,55.02,,Local Vendor,None,Biodegradable,Local
445,food,175.03840191156604,407.5602254150856,21.372980072642772,3410.748220814658,980.080248752084,743.8548002456054,67.35994975692556,3608.8316796327713,2,48.51,,Local Vendor,None,Biodegradable,Local
446,pharmaceutical,157.55340203043093,65.60162002691749,22.018272338077068,2040.0924083601544,449.699734440186,166.39443527720923,73.39074963011925,3451.240861191279,8,67.49,,Corporate,ISO14001,Recycled,National
447,automotive,156.47515048236988,312.2630757875704,27.50434518806596,3805.643577969928,526.8481348752496,480.88820137417065,18.383197650253805,317.24903811503947,10,41.75,,Corporate,GreenSeal,Recycled,International
448,electronics,170.50881334220867,497.9468822860895,35.125060544769255,2325.49994740986,914.4336502517326,618.356664852823,47.23530842869541,2176.388804433167,7,37.78,,Minority-Owned,GreenSeal,Compostable,National
449,electronics,154.59455827916975,435.0632422268927,35.40515871290964,2120.170666375161,731.3987820724686,629.8487915889096,29.91583718197109,1798.1611854193918,11,35.26,,Corporate,FairTrade,Biodegradable,International
450,apparel,128.98186110996892,284.65056006961527,9.413001477567027,4680.176585892675,602.9666245680124,524.7013413790028,13.294283851386318,3413.177908417488,2,37.97,,Minority-Owned,GreenSeal,Recycled,International
451,automotive,34.93652675965364,78.63840917898905,25.50552485175472,1329.3075894644312,807.9144472740189,216.75113462857192,56.79826865797897,1237.4518990924194,6,51.48,,Minority-Owned,GreenSeal,Compostable,International
452,pharmaceutical,16.179974103337862,424.1180814735694,21.185946656671,690.1919659831706,871.1479531331746,658.194387759165,70.39395442214578,3036.185230276441,14,54.52,,Minority-Owned,ISO14001,Biodegradable,International
453,food,184.9610910849805,319.54032867974473,43.65582134719983,2964.261254971345,484.0436681504035,604.077933460462,21.403185813417583,4583.388616708027,8,29.55,,Minority-Owned,GreenSeal,Plastic,International
454,food,127.16355975894022,101.71984867680509,31.939527139700445,4849.676880192476,501.3529466852437,160.2950400843254,66.86895603367304,4029.451386601317,7,57.56,,Minority-Owned,None,Compostable,International
455,pharmaceutical,161.3420852854735,92.23577817051029,27.09269925438311,1951.4121472632144,416.748388869244,424.6668772720634,69.73770134758593,4622.997133839346,1,62.28,,Women-Owned,ISO14001,Recycled,International
456,apparel,101.48924678738452,459.3320687464666,6.654337466766951,403.98014178102943,968.3708330175376,221.7841796652625,74.00383098665385,4896.828641276912,5,55.5,,Corporate,ISO14001,Recycled,National
457,food,32.28855590285495,351.1401183221353,30.67625657684716,1762.5958098168803,712.3079415758328,336.2339319990803,28.569956236023668,251.21660962958128,2,40.14,,Minority-Owned,FairTrade,Compostable,Local
458,automotive,33.78530051848458,423.17905969254,6.742991378331437,2579.0651061658364,129.06191289766866,112.6567645439798,73.27671456329224,3189.1581266118924,6,83.69,,Local Vendor,GreenSeal,Compostable,Local
459,apparel,140.25740457350457,445.5405051270203,17.52312220272185,893.4227324978472,869.8116421473675,380.2309078875308,32.446392831550256,2181.629109242751,7,38.76,,Corporate,FairTrade,Recycled,National
460,automotive,91.75812003089791,307.297558421745,7.999256275902262,3324.700868476811,506.53194379445466,484.9138448093473,48.6636609418852,4327.301553608584,14,57.28,,Corporate,None,Plastic,National
461,electronics,48.099698073063976,282.8508582897685,34.91160870419408,4988.972006149983,115.3162111013631,533.7078149789608,13.53552295825975,1408.710569643832,14,46.53,,Minority-Owned,ISO14001,Biodegradable,National
462,apparel,103.402963880873,243.6923346444456,11.106353577971475,2313.523432309075,572.2313924051455,564.443241590097,13.071676185812052,4908.941547752365,7,35.11,,Women-Owned,ISO14001,Plastic,National
463,food,22.19969804427548,192.62596450600367,20.201109286213278,1838.1699279780416,446.306065026917,685.403919171722,60.42612489125421,3145.798253809987,3,62.45,,Minority-Owned,ISO14001,Compostable,International
464,apparel,120.57456636373576,245.5681823864203,44.88806410332016,2063.4504174888866,883.8619346194936,250.82403509301105,41.113598458445374,4008.9795306983888,7,28.07,,Women-Owned,None,Plastic,Local
465,apparel,61.10874684266856,398.2458450785704,11.011502786549544,664.2162741364856,243.794873428918,184.3372757069276,27.94046627584523,610.8778535492879,5,61.03,,Local Vendor,None,Recycled,International
466,apparel,161.53622912106576,320.86554395680923,25.882448133980176,4428.0406469884965,835.1413790175737,696.076020328548,23.328944721743717,1080.597846842552,8,34.1,,Corporate,FairTrade,Compostable,Local
467,apparel,68.96877219547902,451.6354804796807,21.54431139713508,2132.6457120546247,579.8042566261801,209.6289704248549,56.89674436014526,3840.337630564176,12,54.76,,Local Vendor,FairTrade,Biodegradable,Local
468,automotive,96.49182832554224,249.5210064706345,1.888078011240757,1997.6446159817224,101.8797880527956,782.3320569353367,10.02810808177379,305.5353057887533,8,60.59,,Women-Owned,FairTrade,Recycled,National
469,electronics,12.20790258253912,323.1903104234393,39.84514756506783,3332.4823373593244,973.2530362592104,689.7767605790459,66.4123818437798,4121.014332290158,7,39.83,,Women-Owned,GreenSeal,Recycled,International
470,pharmaceutical,23.764908680966187,334.08839889139495,4.383249409415386,2265.963762562505,536.9844818980399,450.6136241227194,15.547472429095016,266.9552897211749,6,49.38,,Local Vendor,ISO14001,Biodegradable,National
471,apparel,84.57377571727011,316.2637230378465,24.238496027870728,3276.3439971584457,326.33301152000337,786.9949974454177,23.40427304356836,3354.170427494112,2,45.51,,Women-Owned,ISO14001,Biodegradable,International
472,food,101.18837859625349,366.1851978884824,28.473236452008543,401.0868216408588,495.9364998897952,168.16371037560293,37.03654767093627,1952.450817112668,6,48.35,,Local Vendor,FairTrade,Plastic,Local
473,apparel,124.00390414266772,156.84506076866282,31.792896374114765,4087.2443842389134,864.9648943416146,312.1460328225712,43.94011178012725,3135.175293052156,13,37.03,,Corporate,ISO14001,Compostable,National
474,food,65.41588995476761,280.5636998956058,34.742949836085906,4708.469369109072,339.6579681658103,546.7570905284281,34.84965810697592,3540.950753547745,12,46.26,,Local Vendor,FairTrade,Biodegradable,National
475,automotive,142.04655836404308,96.90116126375644,13.41034679261304,3278.950392180991,233.0425766623653,345.0048079312251,32.44985154890057,1843.88105209426,11,60.18,,Corporate,GreenSeal,Biodegradable,Local
476,food,173.42325546594887,223.0300974401657,1.4889600562640193,4777.373051408173,172.61768458433738,749.8607863865543,77.4741208451232,718.2197509320107,9,91.53,,Local Vendor,GreenSeal,Compostable,Local
